Country,Code,ContinentCode,Year,Hospital beds,Hospital beds per 1000 people,Nurse to hospital bed ratio,Doctors per 1000 people,Nurses per 1000 people,Midwives per 1000 people,Midwives per 1000 live births,Dentists per 1000 people,Pharmacists per 1000 people,Physiotherapists per 1000 people,Computed tomography scanners per million people,Magnetic resonance imaging units per million people,Mammographs per million people
China,CHN,AS,2020,7131200,4.95,,2.36,3.27,,,,,,,,
Colombia,COL,SA,1990,,,,0.77,0.32,,,,,,,,
Colombia,COL,SA,1991,,,,0.82,0.33,,,,,,,,
Colombia,COL,SA,1992,,,,0.88,0.34,,,,,,,,
Colombia,COL,SA,1993,,,,0.92,0.36,,,,,,,,
Colombia,COL,SA,1994,,,,0.96,0.37,,,,,,,,
Colombia,COL,SA,1995,,,,1.01,0.39,,,,,,,,
Colombia,COL,SA,1996,,,,1.05,0.4,,,,,,,,
Colombia,COL,SA,1997,,,,1.09,0.41,,,,,,,,
Colombia,COL,SA,1998,,,,1.14,0.44,,,,,,,,
Colombia,COL,SA,1999,,,,1.18,0.46,,,,,,,,
Colombia,COL,SA,2000,,,,1.23,0.49,,,,,,,,
Colombia,COL,SA,2001,,,,1.25,0.52,,,,,0.19,,,
Colombia,COL,SA,2002,,,,1.29,0.55,,,,,0.22,,,
Colombia,COL,SA,2003,,,,1.32,0.58,,,,,0.25,,,
Colombia,COL,SA,2004,,,,1.36,0.62,,,,,0.27,,,
Colombia,COL,SA,2005,,,,1.41,0.66,,,,,0.3,,,
Colombia,COL,SA,2006,,,,1.45,0.69,,,,,0.33,,,
Colombia,COL,SA,2007,,,,1.49,0.73,,,,,0.35,,,
Colombia,COL,SA,2008,,,,1.54,0.77,,,,,0.38,0.07,,
Colombia,COL,SA,2009,,,,1.59,0.82,,,,,0.41,0.98,0.11,
Colombia,COL,SA,2010,67737,1.49,,1.64,0.86,,,,,0.44,7.14,0.09,
Colombia,COL,SA,2011,67383,1.46,,1.7,0.92,,,,,0.46,6.95,0.13,
Colombia,COL,SA,2012,69405,1.49,,1.75,0.98,,,,,0.49,7.3,0.15,
Colombia,COL,SA,2013,72915,1.55,,1.82,1.03,,,,,0.52,7.32,0.15,
Colombia,COL,SA,2014,75855,1.59,,1.89,1.09,,,,,0.54,7.07,0.17,
Colombia,COL,SA,2015,77643,1.61,,1.95,1.15,,,,,0.57,7.09,0.21,
Colombia,COL,SA,2016,81672,1.68,,2.01,1.21,,,,,0.59,7.18,0.23,
Colombia,COL,SA,2017,83789,1.7,,2.09,1.26,,,,,0.61,6.67,0.24,
Colombia,COL,SA,2018,85021,1.71,,2.18,1.33,,,,,0.64,6.18,0.24,
Colombia,COL,SA,2019,87461,1.74,,,,,,,,0.66,6.05,,
Colombia,COL,SA,2020,86027,1.69,,,,,,,,0.69,5.93,,
Colombia,COL,SA,2021,,,,,,,,,,0.72,,,
Czechia,CZE,EU,1970,,,,1.78,,,,,,,,,
Czechia,CZE,EU,1971,,,,1.87,,,,,,,,,
Czechia,CZE,EU,1972,,,,1.91,,,,,,,,,
Czechia,CZE,EU,1973,,,,1.94,,,,,,,,,
Czechia,CZE,EU,1974,,,,1.98,,,,,,,,,
Czechia,CZE,EU,1975,,,,2.01,,,,,,,,,
Czechia,CZE,EU,1976,,,,2.05,,,,,,,,,
Czechia,CZE,EU,1977,,,,2.1,,,,,,,,,
Czechia,CZE,EU,1978,,,,2.14,,,,,,,,,
Czechia,CZE,EU,1979,,,,2.19,,,,,,,,,
Czechia,CZE,EU,1980,103895,10.08,,2.26,5.95,0.44,29.2,0.46,0.39,0.29,,,
Czechia,CZE,EU,1981,,,,2.32,6.09,0.44,31.45,0.48,0.39,,,,
Czechia,CZE,EU,1982,,,,2.38,6.26,0.45,32.67,0.5,0.39,,,,
Czechia,CZE,EU,1983,,,,2.45,6.41,0.46,34.43,0.51,0.39,,,,
Czechia,CZE,EU,1984,,,,2.5,6.57,0.47,35.26,0.52,0.38,,,,
Czechia,CZE,EU,1985,104493,10.11,,2.58,6.75,0.48,36.55,0.52,0.39,0.36,,,
Czechia,CZE,EU,1986,,,,2.61,6.91,0.5,38.4,0.52,0.39,0.37,,,
Czechia,CZE,EU,1987,,,,2.62,7.03,0.5,39.47,0.52,0.38,0.37,,,
Czechia,CZE,EU,1988,,,,2.7,7.13,0.5,39.28,0.53,0.39,0.39,,,
Czechia,CZE,EU,1989,,,,2.72,7.24,0.51,41.19,0.54,0.4,0.4,,,
Czechia,CZE,EU,1990,102810,9.95,,2.71,7.26,0.51,40.57,0.54,0.38,0.41,,,
Czechia,CZE,EU,1991,,,,2.67,7.24,0.5,39.89,0.55,0.37,0.41,2.13,0.19,3.78
Czechia,CZE,EU,1992,,,,2.68,7.29,0.49,41.42,0.55,0.35,0.41,4.65,0.39,4.26
Czechia,CZE,EU,1993,,,,2.86,7.26,0.48,40.82,0.57,0.33,0.45,5.71,0.58,5.42
Czechia,CZE,EU,1994,,,,2.93,7.25,0.48,46.7,0.59,0.34,0.48,6.19,0.68,6.58
Czechia,CZE,EU,1995,87784,8.5,,3,7.41,0.49,52.75,0.6,0.36,0.51,6.68,0.97,8.42
Czechia,CZE,EU,1996,85246,8.26,,2.98,7.38,0.47,53.7,0.61,0.39,0.53,6.88,1.07,10.28
Czechia,CZE,EU,1997,82835,8.04,,3.11,7.35,0.46,52.25,0.63,0.43,0.53,7.18,1.07,10.29
Czechia,CZE,EU,1998,81673,7.93,,3.03,7.35,0.45,50.8,0.62,0.44,0.55,8.06,1.36,10.2
Czechia,CZE,EU,1999,79551,7.74,,3.08,7.38,0.45,51.89,0.62,0.47,0.56,9.14,1.56,10.7
Czechia,CZE,EU,2000,79985,7.8,,3.37,7.61,0.46,51.93,0.65,0.49,0.6,9.65,1.66,10.63
Czechia,CZE,EU,2001,79354,7.77,,3.45,7.85,0.48,53.96,0.66,0.51,0.61,11.45,1.86,12.23
Czechia,CZE,EU,2002,79177,7.76,,3.51,7.99,0.49,53.34,0.66,0.53,0.64,12.06,2.16,13.24
Czechia,CZE,EU,2003,78825,7.73,,3.53,7.98,0.47,50.94,0.66,0.55,0.66,12.65,2.45,14.22
Czechia,CZE,EU,2004,78004,7.65,0.71,3.52,8.11,0.43,44.43,0.67,0.56,0.66,12.65,2.84,13.73
Czechia,CZE,EU,2005,77309,7.57,0.72,3.56,8.11,0.42,42.26,0.68,0.56,0.68,12.34,3.13,14.1
Czechia,CZE,EU,2006,76245,7.45,0.72,3.57,8.07,0.41,39.93,0.68,0.57,0.69,13.09,3.81,14.36
Czechia,CZE,EU,2007,75502,7.33,0.74,3.57,8.03,0.42,37.7,0.67,0.56,0.68,12.91,4.37,13.5
Czechia,CZE,EU,2008,74924,7.21,0.73,3.56,7.97,0.41,36,0.67,0.56,0.67,13.39,5.01,13.39
Czechia,CZE,EU,2009,74607,7.14,0.76,3.58,8.09,0.42,36.84,0.68,0.57,0.69,14.17,5.74,12.73
Czechia,CZE,EU,2010,76413,7.3,0.74,3.6,8.1,0.42,37.87,0.69,0.58,0.72,14.51,6.3,12.89
Czechia,CZE,EU,2011,74136,7.06,0.76,3.64,8.03,0.43,41.22,0.71,0.59,0.73,14.77,6.86,12.77
Czechia,CZE,EU,2012,72842,6.93,0.77,3.67,8.06,0.43,41.21,0.71,0.6,0.75,15.03,6.95,12.37
Czechia,CZE,EU,2013,70462,6.7,0.78,3.69,7.99,0.42,41.03,0.71,0.61,0.77,15.03,7.42,11.7
Czechia,CZE,EU,2014,70270,6.68,0.78,,7.93,0.41,39.05,0.75,0.64,0.79,15.11,7.41,10.07
Czechia,CZE,EU,2015,70313,6.67,0.78,,8.01,0.41,38.77,,0.66,0.81,16.12,8.34,10.62
Czechia,CZE,EU,2016,70419,6.66,0.79,,7.93,0.37,34.65,0.75,0.68,0.83,15.52,8.52,10.98
Czechia,CZE,EU,2017,70214,6.63,0.86,,8.5,0.37,34.66,0.75,0.69,0.86,15.76,9.44,11.33
Czechia,CZE,EU,2018,70351,6.62,0.87,4.04,8.52,0.39,36.04,0.74,0.69,0.87,16.09,10.35,11.19
Czechia,CZE,EU,2019,70225,6.58,0.89,4.07,8.56,0.39,36.93,0.73,0.72,0.87,16.4,10.4,10.68
Czechia,CZE,EU,2020,69490,6.5,,4.1,8.66,0.4,38.55,0.74,0.71,0.88,16.26,11.03,10.56
Denmark,DNK,EU,1980,,,,1.77,,,,,,,,,
Denmark,DNK,EU,1981,,,,1.83,,,,,,,,,
Denmark,DNK,EU,1982,,,,2.05,,,,,,,,,
Denmark,DNK,EU,1983,,,,2.12,,,,,,,,,
Denmark,DNK,EU,1984,,,,2.26,,,,,,,,,
Denmark,DNK,EU,1985,,,,2.3,,,,,,,,,
Denmark,DNK,EU,1986,,,,2.34,,,,,,,,,
Denmark,DNK,EU,1987,,,,2.35,,,,,,,,,
Denmark,DNK,EU,1988,,,,2.42,,,,,,,,,
Denmark,DNK,EU,1989,,,,2.46,,,,,,,,,
Denmark,DNK,EU,1990,,,,2.5,,,,,,,,,
Denmark,DNK,EU,1991,,,,2.43,,,,,,,,,
Denmark,DNK,EU,1992,,,,2.6,8.73,0.17,13.17,0.85,0.36,0.62,,,
Denmark,DNK,EU,1993,,,,2.62,8.81,0.18,13.52,0.84,0.37,0.65,,,
Denmark,DNK,EU,1994,,,,2.64,8.72,0.2,14.68,0.86,0.4,0.66,,,
Denmark,DNK,EU,1995,,,,2.68,8.76,0.19,14,0.85,0.4,0.68,,,
Denmark,DNK,EU,1996,,,,2.7,8.82,0.2,15.91,0.86,0.39,0.69,,,
Denmark,DNK,EU,1997,24538,4.64,1.32,2.78,9.06,0.21,16.73,0.86,0.41,0.75,,,
Denmark,DNK,EU,1998,24082,4.54,1.38,2.86,9.17,0.22,17.97,0.87,0.42,0.79,,,
Denmark,DNK,EU,1999,23352,4.39,1.44,2.88,9.13,0.23,18.48,0.86,0.43,0.8,,,
Denmark,DNK,EU,2000,22927,4.29,1.51,2.91,9.31,0.23,18.66,0.86,0.41,0.84,11.42,5.43,
Denmark,DNK,EU,2001,22604,4.22,1.52,2.93,9.33,0.25,20.09,0.86,0.44,0.86,13.25,,
Denmark,DNK,EU,2002,23040,4.29,1.5,3.04,9.44,0.25,20.66,0.85,0.44,0.9,13.77,8.56,
Denmark,DNK,EU,2003,22281,4.13,1.55,3.08,9.29,0.24,20.05,0.85,0.45,0.93,14.47,9.09,
Denmark,DNK,EU,2004,21462,3.97,1.65,3.23,9.44,0.24,20.18,0.86,0.44,1.16,14.43,10.18,
Denmark,DNK,EU,2005,20902,3.86,1.71,3.33,9.59,0.25,20.81,0.86,0.46,1.24,14.02,,9.96
Denmark,DNK,EU,2006,20613,3.79,1.77,3.42,9.55,0.25,21.28,0.85,0.46,1.27,15.82,,10.48
Denmark,DNK,EU,2007,20159,3.69,1.8,3.46,9.3,0.26,22.16,0.84,0.46,1.3,18.49,,10.8
Denmark,DNK,EU,2008,19615,3.57,1.85,3.58,9.55,0.27,22.93,0.82,0.45,1.39,21.48,,14.38
Denmark,DNK,EU,2009,19296,3.49,1.99,3.65,9.8,0.28,24.91,0.81,0.45,1.44,23.72,15.39,17.02
Denmark,DNK,EU,2010,19405,3.5,2.04,3.73,9.82,0.29,25.39,0.82,0.47,1.48,27.58,,19.29
Denmark,DNK,EU,2011,17433,3.13,2.27,3.79,9.87,0.29,27.66,0.8,0.48,1.54,29.26,,18.49
Denmark,DNK,EU,2012,,,,3.84,9.96,0.3,29.4,0.8,0.5,1.58,33.09,,
Denmark,DNK,EU,2013,17241,3.07,2.36,3.85,9.95,0.32,32.27,0.78,0.51,1.6,37.76,,16.56
Denmark,DNK,EU,2014,15174,2.69,2.71,3.88,9.93,0.33,32.3,0.77,0.51,1.67,37.74,,16.48
Denmark,DNK,EU,2015,14380,2.53,2.85,3.93,9.92,0.33,32.44,0.76,0.52,1.71,37.65,,16.54
Denmark,DNK,EU,2016,14871,2.6,2.76,4,9.95,0.34,31.6,0.74,0.52,1.73,39.11,,16.06
Denmark,DNK,EU,2017,15037,2.61,2.76,4.11,10.03,0.35,32.87,0.72,0.53,1.68,39.72,,15.96
Denmark,DNK,EU,2018,15131,2.61,2.74,4.2,10.1,0.36,34.03,0.72,0.54,1.72,39.7,,16.4
Denmark,DNK,EU,2019,15076,2.59,,4.25,10.13,0.37,35.62,0.72,0.44,1.76,40.59,,15.13
Denmark,DNK,EU,2020,15089,2.59,,,,,,,,,40.64,,16.12
Denmark,DNK,EU,2021,14716,2.52,,,,,,,,,43.66,,15.92
Estonia,EST,EU,1960,,,,2.08,,,,,,,,,
Estonia,EST,EU,1961,,,,2.2,,,,,,,,,
Estonia,EST,EU,1962,,,,2.25,,,,,,,,,
Estonia,EST,EU,1963,,,,2.35,,,,,,,,,
Estonia,EST,EU,1964,,,,2.43,,,,,,,,,
Estonia,EST,EU,1965,13885,10.73,,2.51,,,,,,,,,
Estonia,EST,EU,1966,14090,10.77,,2.58,,,,,,,,,
Estonia,EST,EU,1967,14340,10.87,,2.64,,,,,,,,,
Estonia,EST,EU,1968,14475,10.87,,2.68,,,,,,,,,
Estonia,EST,EU,1969,14495,10.77,,2.71,,,,,,,,,
Estonia,EST,EU,1970,14730,10.83,,2.84,,,,,,,,,
Estonia,EST,EU,1971,15075,10.95,,2.89,,,,,,,,,
Estonia,EST,EU,1972,15180,10.9,,2.96,,,,,,,,,
Estonia,EST,EU,1973,15395,10.95,,3.07,,,,,,,,,
Estonia,EST,EU,1974,15450,10.89,,3.11,,,,,,,,,
Estonia,EST,EU,1975,15600,10.91,,3.18,,,,,,,,,
Estonia,EST,EU,1976,15910,11.05,,3.28,,,,,,,,,
Estonia,EST,EU,1977,16050,11.07,,3.37,,,,,,,,,
Estonia,EST,EU,1978,16515,11.31,,3.47,,,,,,,,,
Estonia,EST,EU,1979,17190,11.71,,3.53,,,,,,,,,
Estonia,EST,EU,1980,18000,12.19,,3.62,7.4,0.74,48.96,0.46,0.48,,,,
Estonia,EST,EU,1981,18400,12.37,,3.7,7.63,0.77,50.09,0.47,,,,,
Estonia,EST,EU,1982,18520,12.36,,3.81,7.95,0.76,49.25,0.49,,,,,
Estonia,EST,EU,1983,18565,12.3,,3.92,8,0.77,47.98,0.5,,,,,
Estonia,EST,EU,1984,18565,12.22,,3.99,8.11,0.77,48.07,0.5,,,,,
Estonia,EST,EU,1985,18645,12.2,,3.33,8.2,0.8,51.59,0.51,0.49,,,,
Estonia,EST,EU,1986,18790,12.2,,3.39,8.25,0.86,55.17,0.54,0.56,,,,
Estonia,EST,EU,1987,18769,12.09,,3.47,8.39,0.85,52.34,0.55,0.54,,,,
Estonia,EST,EU,1988,18754,12.01,,3.48,8.33,0.84,52.39,0.56,0.56,,,,
Estonia,EST,EU,1989,18709,11.93,,3.49,8.17,0.81,52.14,0.56,0.58,,,,
Estonia,EST,EU,1990,18129,11.55,,3.5,8.13,0.67,47.35,0.52,0.59,,,,
Estonia,EST,EU,1991,17626,11.29,,3.54,6.51,0.61,49.4,0.53,0.53,,,,
Estonia,EST,EU,1992,14843,9.68,,3.26,6.45,0.53,44.96,0.55,0.45,,,,
Estonia,EST,EU,1993,14377,9.62,,3.21,6.52,0.49,48.06,0.59,,,,,
Estonia,EST,EU,1994,12521,8.56,,3.2,6.44,0.49,50.08,0.61,,,,,
Estonia,EST,EU,1995,11994,8.35,,3.19,6.44,0.48,51.08,0.65,0.5,,,,
Estonia,EST,EU,1996,11184,7.9,,3.15,6.26,0.46,49.31,0.71,0.51,,,,
Estonia,EST,EU,1997,10794,7.71,,3.24,6.17,0.41,45.4,0.75,0.55,,,,
Estonia,EST,EU,1998,10509,7.58,,3,6.14,0.39,44.55,0.75,0.56,,,,
Estonia,EST,EU,1999,10358,7.45,,3.02,5.99,0.4,44.59,0.76,0.58,,,,
Estonia,EST,EU,2000,9828,7.04,,2.94,5.84,0.36,38.8,0.75,0.58,,,,
Estonia,EST,EU,2001,9160,6.6,,2.78,5.8,0.33,35.86,0.81,0.58,,,,
Estonia,EST,EU,2002,8248,5.98,,2.96,6.01,0.31,32.46,0.78,0.55,,,,
Estonia,EST,EU,2003,7857,5.73,,3,6.14,0.29,30.91,0.82,0.57,,,,
Estonia,EST,EU,2004,7690,5.64,,3.02,6.24,0.3,29.02,0.82,0.62,,,,
Estonia,EST,EU,2005,7292,5.38,,3.14,6.29,0.3,27.87,0.88,0.63,0.1,7.38,2.21,
Estonia,EST,EU,2006,7476,5.55,0.86,3.18,6.31,0.31,27.76,0.89,0.6,0.09,7.42,3.71,
Estonia,EST,EU,2007,7349,5.48,0.89,3.26,6.4,0.3,25.36,0.87,0.65,0.08,11.19,5.97,
Estonia,EST,EU,2008,7530,5.63,0.87,3.34,6.41,0.3,25.08,0.93,0.64,0.18,14.96,8.23,
Estonia,EST,EU,2009,7166,5.37,0.89,3.28,6.16,0.29,24.55,0.9,0.64,0.19,14.99,7.49,
Estonia,EST,EU,2010,7022,5.27,0.89,3.24,6.12,0.28,23.38,0.9,0.63,0.21,15.77,8.26,
Estonia,EST,EU,2011,7114,5.36,0.87,3.29,6.24,0.29,25.96,0.89,0.63,0.23,16.57,9.79,
Estonia,EST,EU,2012,7309,5.53,0.83,3.28,6.17,0.29,27.53,0.9,0.64,0.27,17.39,9.83,
Estonia,EST,EU,2013,6462,4.9,0.88,3.33,5.64,0.33,31.85,0.9,0.66,0.29,18.97,11.38,9.86
Estonia,EST,EU,2014,6439,4.9,0.89,3.36,5.74,0.34,32.62,0.93,0.67,0.31,19.78,11.41,9.89
Estonia,EST,EU,2015,6342,4.82,0.94,3.41,6.01,0.34,32.43,0.94,0.72,0.33,17.49,12.16,10.64
Estonia,EST,EU,2016,6166,4.69,0.97,3.46,6.1,0.33,31.31,0.96,0.73,0.34,17.48,13.68,11.4
Estonia,EST,EU,2017,6068,4.61,1,3.47,6.19,0.35,33.01,0.96,0.73,0.36,18.22,13.66,11.39
Estonia,EST,EU,2018,5995,4.53,1.03,3.48,6.29,0.34,31.74,0.97,0.72,0.38,18.91,13.62,10.59
Estonia,EST,EU,2019,6011,4.53,1,3.47,6.24,0.36,34.04,0.98,0.72,0.41,18.84,14.32,10.55
Estonia,EST,EU,2020,5934,4.46,,3.48,6.38,0.36,36.57,1,0.73,0.42,20.31,15.04,11.28
Finland,FIN,EU,1980,,,,,,,,,,,1.46,,
Finland,FIN,EU,1981,,,,,,,,,,,2.29,,
Finland,FIN,EU,1982,,,,,,,,,,,2.28,,
Finland,FIN,EU,1983,,,,,,,,,,,2.68,,
Finland,FIN,EU,1984,,,,,,,,,,,4.71,0.2,
Finland,FIN,EU,1985,,,,,,,,,,,5.3,0.41,
Finland,FIN,EU,1986,,,,,,,,,,,6.51,0.61,
Finland,FIN,EU,1987,,,,,,,,,,,7.1,0.81,
Finland,FIN,EU,1988,,,,,,,,,,,7.68,1.01,
Finland,FIN,EU,1989,,,,,,,,,,,7.86,1.21,
Finland,FIN,EU,1990,,,,,,,,,,1.3,9.83,1.8,29.28
Finland,FIN,EU,1991,,,,,,,,,,1.38,10.17,2.19,28.52
Finland,FIN,EU,1992,,,,,,,,,,1.44,10.51,2.38,35.7
Finland,FIN,EU,1993,41807,8.25,,,,,,,,1.52,11.25,2.76,37.11
Finland,FIN,EU,1994,41695,8.19,,,,,,,,1.6,11.79,3.34,37.34
Finland,FIN,EU,1995,41483,8.12,,2.19,,,,,,1.69,11.75,4.31,37.59
Finland,FIN,EU,1996,41591,8.12,,2.26,,,,,,1.77,12.49,5.66,37.86
Finland,FIN,EU,1997,40586,7.9,,2.3,,,,,,1.88,12.45,6.61,38.13
Finland,FIN,EU,1998,40055,7.77,,2.32,,,,,,1.97,12.22,8.34,38.81
Finland,FIN,EU,1999,39285,7.61,,2.4,,,,,,2.03,12.78,9.1,36.4
Finland,FIN,EU,2000,39027,7.54,0.67,2.5,10.71,0.29,26.01,0.85,0.97,2.09,13.52,9.85,
Finland,FIN,EU,2001,38715,7.46,,2.5,,,,,,2.16,13.69,10.99,37.59
Finland,FIN,EU,2002,38232,7.35,,2.53,,,,,,2.22,13.27,12.5,39.61
Finland,FIN,EU,2003,37759,7.24,,2.56,,,,,,2.28,14,13.04,39.52
Finland,FIN,EU,2004,37117,7.1,0.87,2.86,10.5,0.34,30.68,0.79,1.02,1.36,14.15,13.96,37.68
Finland,FIN,EU,2005,37000,7.05,0.89,2.93,10.84,0.35,31.95,0.78,1,1.62,14.68,14.68,37.74
Finland,FIN,EU,2006,36793,6.99,0.91,2.96,11.21,0.36,32.12,0.75,1,1.67,14.81,15.19,38.55
Finland,FIN,EU,2007,35609,6.73,0.94,3,11.43,0.36,32.62,0.74,1.02,1.71,16.45,15.32,34.79
Finland,FIN,EU,2008,34900,6.57,0.99,3.07,11.82,0.38,34.07,0.76,1,1.77,,15.62,
Finland,FIN,EU,2009,33380,6.25,1.05,3.13,12.02,0.38,33.71,0.74,1,1.79,20.42,15.73,31.65
Finland,FIN,EU,2010,31418,5.86,1.17,3.17,11.97,0.4,35.31,0.73,1,1.49,21.07,18.65,30.39
Finland,FIN,EU,2011,29771,5.53,1.25,3.25,12.18,0.41,36.67,0.73,1,1.52,21.34,20.23,29.69
Finland,FIN,EU,2012,28626,5.29,1.35,3.25,12.45,0.42,37.94,0.74,1.03,1.55,21.8,21.61,29.18
Finland,FIN,EU,2013,26448,4.86,1.47,3.31,12.61,0.42,39.41,0.72,1.03,1.56,21.7,22.06,28.31
Finland,FIN,EU,2014,24758,4.53,1.6,3.38,12.84,0.42,39.66,0.73,1.02,1.59,21.42,23.25,30.76
Finland,FIN,EU,2015,23469,4.28,,3.41,12.94,0.41,40.65,0.73,1,1.58,21.53,25.91,30.11
Finland,FIN,EU,2016,21813,3.97,,3.42,12.98,0.41,42.47,0.73,1.01,1.59,24.2,25.48,30.57
Finland,FIN,EU,2017,20680,3.75,,3.46,13.27,0.43,46.58,0.72,1.03,1.62,24.51,27.05,30.5
Finland,FIN,EU,2018,19921,3.61,,3.48,13.57,0.43,49.62,0.72,1.03,1.63,16.5,27.38,28.28
Finland,FIN,EU,2019,18475,3.35,,,,,,,,,16.3,28.8,28.61
Finland,FIN,EU,2020,15626,2.83,,,,,,,,,17,30.56,30.92
Finland,FIN,EU,2021,,,,,,,,,,,,30.9,
France,FRA,EU,1988,,,,,,,,,,0.68,,,
France,FRA,EU,1989,,,,,,,,,,0.67,,,
France,FRA,EU,1990,,,,,,,,,,0.68,,,
France,FRA,EU,1991,,,,,,,,,,0.7,,,
France,FRA,EU,1992,,,,,,,,,,0.72,,,
France,FRA,EU,1993,,,,,,,,,,0.76,,,
France,FRA,EU,1994,,,,,,,,,,0.78,,,
France,FRA,EU,1995,,,,,,,,,,0.83,,,
France,FRA,EU,1996,,,,,,,,,,0.84,,,
France,FRA,EU,1997,507996,8.49,0.58,,,,,,,0.84,,,
France,FRA,EU,1998,500846,8.34,0.59,,,,,,,0.85,6.64,1.18,
France,FRA,EU,1999,494960,8.2,0.61,,,,,,,0.88,7.24,1.51,
France,FRA,EU,2000,484279,7.97,0.63,3.02,,,,,,0.9,7.01,1.65,
France,FRA,EU,2001,479025,7.83,0.66,3.05,,,,,,0.92,7.37,1.83,
France,FRA,EU,2002,475431,7.71,0.68,3.07,,,,,,0.94,7.62,2.4,
France,FRA,EU,2003,468418,7.55,0.71,3.08,,,,,,0.96,8.07,3.17,
France,FRA,EU,2004,462143,7.39,0.74,3.1,,,,,,0.99,8.78,3.85,
France,FRA,EU,2005,455175,7.22,0.76,3.1,,,,,,1.01,10.02,4.78,
France,FRA,EU,2006,451110,7.11,0.78,3.09,,,,,,1.01,10.37,5.19,
France,FRA,EU,2007,450615,7.06,0.78,3.07,,,,,,1.03,10.32,5.48,
France,FRA,EU,2008,443008,6.9,0.8,3.07,,,,,,1.07,10.84,6.06,
France,FRA,EU,2009,429674,6.66,0.87,3.03,,,,,,1.1,11.08,6.43,
France,FRA,EU,2010,416710,6.43,0.91,3.04,,,,,,1.12,11.82,6.96,
France,FRA,EU,2011,414204,6.36,0.88,3.06,,0.3,23.7,0.62,1.05,1.15,12.53,7.51,
France,FRA,EU,2012,414840,6.34,0.9,3.07,,0.31,24.7,0.62,1.06,1.19,13.49,8.65,
France,FRA,EU,2013,413206,6.28,0.91,3.09,,0.32,25.77,0.62,1.06,1.23,14.49,9.4,
France,FRA,EU,2014,410921,6.2,0.92,3.09,,0.33,26.34,0.62,1.06,1.26,15.32,10.86,
France,FRA,EU,2015,408245,6.13,0.93,3.11,,0.33,27.85,0.62,1.06,1.3,16.57,12.56,
France,FRA,EU,2016,404248,6.06,0.94,3.12,,0.34,28.94,0.62,1.05,1.32,16.95,13.55,
France,FRA,EU,2017,399865,5.98,0.96,3.14,,0.34,29.6,0.62,1.04,1.26,17.35,14.2,
France,FRA,EU,2018,395670,5.89,0.97,3.14,,0.34,30.2,0.62,1.03,1.33,17.63,14.73,
France,FRA,EU,2019,392593,5.83,0.98,3.16,,0.34,30.69,0.63,1.03,1.32,18.13,15.34,
France,FRA,EU,2020,386918,5.73,,3.17,,0.35,31.94,0.63,1.02,1.35,18.93,16.26,
Germany,DEU,EU,1991,809737,10.12,,2.76,,,,,0.52,,,,
Germany,DEU,EU,1992,796905,9.88,,2.83,,,,0.66,0.53,,,,
Germany,DEU,EU,1993,784289,9.66,,2.92,,,,0.68,0.53,,,,
Germany,DEU,EU,1994,790851,9.71,,2.99,,,,0.7,0.54,,,,
Germany,DEU,EU,1995,790756,9.68,,3.05,,,,0.72,0.55,,,,
Germany,DEU,EU,1996,783631,9.57,,3.1,,,,0.72,0.56,,,,
Germany,DEU,EU,1997,769294,9.38,,3.12,,,,0.73,0.57,,,,
Germany,DEU,EU,1998,762596,9.29,,3.16,,,,0.74,0.58,,,,
Germany,DEU,EU,1999,754865,9.19,,3.2,,,,0.74,0.58,,,,
Germany,DEU,EU,2000,749473,9.12,0.59,3.25,8.58,0.21,22.16,0.75,0.58,0.95,24.61,14.32,
Germany,DEU,EU,2001,741933,9.01,0.6,3.29,8.66,0.21,23.15,0.75,0.58,1.02,25.19,15.96,
Germany,DEU,EU,2002,731919,8.87,0.61,3.32,8.76,0.21,23.64,0.75,0.59,1.1,27.06,17.51,
Germany,DEU,EU,2003,721690,8.74,0.62,3.35,8.94,0.22,25.47,0.76,0.58,1.2,27.55,18.48,
Germany,DEU,EU,2004,707806,8.58,0.62,3.37,9.03,0.22,25.51,0.77,0.58,1.26,28.71,18.97,
Germany,DEU,EU,2005,698303,8.47,0.63,3.4,9.18,0.23,27.71,0.77,0.58,1.32,29.51,19.89,
Germany,DEU,EU,2006,683484,8.3,0.64,3.44,9.27,0.23,28.24,0.78,0.59,1.41,29.12,21.39,
Germany,DEU,EU,2007,677799,8.24,0.65,3.49,9.41,0.24,29.2,0.78,0.6,1.51,29.73,22.43,
Germany,DEU,EU,2008,674420,8.21,0.66,3.54,9.58,0.24,29.3,0.79,0.61,1.6,31.15,23.6,
Germany,DEU,EU,2009,674830,8.24,0.67,3.62,9.79,0.26,31.57,0.8,0.61,1.68,31.24,25.15,
Germany,DEU,EU,2010,674473,8.25,0.68,3.71,9.87,0.26,30.98,0.81,0.62,1.8,32.32,27.04,
Germany,DEU,EU,2011,672573,8.38,0.69,3.88,10.14,0.27,33.2,0.83,0.63,1.92,33.48,28.86,
Germany,DEU,EU,2012,670443,8.34,0.7,3.95,10.2,0.27,32.66,0.84,0.63,2.01,34.01,28.66,
Germany,DEU,EU,2013,667560,8.28,0.72,4.04,10.54,0.27,32.25,0.85,0.64,2.08,33.72,28.92,
Germany,DEU,EU,2014,666337,8.23,0.73,4.11,10.72,0.28,32.17,0.86,0.64,2.17,35.34,30.5,
Germany,DEU,EU,2015,664364,8.13,0.74,4.14,10.72,0.28,31.18,0.86,0.64,2.2,35.09,33.63,
