Country,Code,ContinentCode,Year,Hospital beds,Hospital beds per 1000 people,Nurse to hospital bed ratio,Doctors per 1000 people,Nurses per 1000 people,Midwives per 1000 people,Midwives per 1000 live births,Dentists per 1000 people,Pharmacists per 1000 people,Physiotherapists per 1000 people,Computed tomography scanners per million people,Magnetic resonance imaging units per million people,Mammographs per million people
Australia,AUS,OC,1960,99191,9.65,,,,,,,,,,,
Australia,AUS,OC,1961,99670,9.48,,1.13,,,,,,,,,
Australia,AUS,OC,1962,100413,9.38,,,,,,,,,,,
Australia,AUS,OC,1963,102109,9.36,,,,,,,,,,,
Australia,AUS,OC,1964,102618,9.23,,1.23,,,,,,,,,
Australia,AUS,OC,1965,103580,9.13,,1.22,,,,,,,,,
Australia,AUS,OC,1966,103636,8.93,,1.23,,,,,,,,,
Australia,AUS,OC,1967,104262,8.84,,1.26,,,,,,,,,
Australia,AUS,OC,1968,103397,8.61,,1.24,,,,,,,,,
Australia,AUS,OC,1969,103064,8.4,,1.26,,,,,,,,,
Australia,AUS,OC,1970,103158,8.25,,1.33,,,,,,,,,
Australia,AUS,OC,1971,104292,7.98,,1.26,,,,,,,,,
Australia,AUS,OC,1972,105111,7.9,,1.38,,,,,,,,,
Australia,AUS,OC,1973,106386,7.88,,1.35,,,,,,,,,
Australia,AUS,OC,1974,109811,8,,1.42,,,,,,,,,
Australia,AUS,OC,1975,110374,7.94,,1.48,,,,,,,,,
Australia,AUS,OC,1976,111849,7.97,,1.64,,,,,,,,,
Australia,AUS,OC,1977,114944,8.1,,1.65,,,,,,,,,
Australia,AUS,OC,1978,115549,8.05,,1.85,,,,,,,,,
Australia,AUS,OC,1979,116156,8,,1.78,,,,,,,,,
Australia,AUS,OC,1980,115272,7.84,,1.85,10.33,,,,,,0.75,,
Australia,AUS,OC,1981,114231,7.65,,1.86,9.91,,,,,,1.01,,
Australia,AUS,OC,1982,112749,7.43,,1.9,9.85,,,,,,2.37,,
Australia,AUS,OC,1983,110808,7.2,,1.95,9.87,,,,,,4.09,,
Australia,AUS,OC,1984,108198,6.94,,1.83,9.91,,,,,,5.58,,
Australia,AUS,OC,1985,98534,6.24,,1.91,9.55,,,,,,8.17,,
Australia,AUS,OC,1986,,,,2.01,10.92,,,,0.69,,9.43,0.19,
Australia,AUS,OC,1987,94653,5.82,,2.06,11.37,,,,0.63,,10.45,0.31,
Australia,AUS,OC,1988,,,,2.1,11.6,,,,0.94,,,0.42,
Australia,AUS,OC,1989,91312,5.43,,2.14,11.72,,,,0.73,,,0.42,
Australia,AUS,OC,1990,,,,2.17,11.63,,,,0.53,,13.77,0.64,
Australia,AUS,OC,1991,85064,4.92,,2.33,12.08,,,,0.68,,,1.16,
Australia,AUS,OC,1992,81255,4.65,,2.37,11.57,,,,0.58,,16.71,1.43,
Australia,AUS,OC,1993,82501,4.68,,2.4,11.1,,,,0.58,,,1.81,
Australia,AUS,OC,1994,81643,4.59,,2.44,11.5,,,,0.6,,18.48,2.36,
Australia,AUS,OC,1995,82477,4.58,,2.48,10.84,,,,0.6,,20.55,2.89,
Australia,AUS,OC,1996,79802,4.38,,2.4,10.83,,,,0.61,,21.95,2.96,
Australia,AUS,OC,1997,78828,4.28,,2.4,10.41,,,,0.62,0.56,23.34,3.53,
Australia,AUS,OC,1998,77631,4.17,,2.4,10.3,,,,0.62,0.61,24.18,4.51,
Australia,AUS,OC,1999,76612,4.07,,2.45,10.17,,,,0.63,0.54,25.52,6.01,
Australia,AUS,OC,2000,76875,4.04,,2.49,10.07,,,0.46,0.8,0.64,26.28,3.52,
Australia,AUS,OC,2001,76209,3.95,,2.56,9.95,,,,0.65,0.6,29.05,3.79,
Australia,AUS,OC,2002,76653,3.93,,2.56,9.94,,,,0.66,0.56,34.37,3.74,
Australia,AUS,OC,2003,78240,3.97,,2.63,9.94,,,0.47,0.8,0.56,40.57,3.7,
Australia,AUS,OC,2004,79639,4,,2.71,10.21,,,,0.92,0.58,45.65,3.76,
Australia,AUS,OC,2005,78715,3.9,,2.78,9.76,,,,0.74,0.71,51.54,4.26,25.33
Australia,AUS,OC,2006,80331,3.93,,2.84,,,,0.49,0.8,0.64,56.72,4.89,24.74
Australia,AUS,OC,2007,,,,3.01,10.2,,,,0.87,0.77,,5.19,24.39
Australia,AUS,OC,2008,81233,3.82,,3.02,10.3,,,,0.9,0.77,,5.65,23.53
Australia,AUS,OC,2009,81838,3.77,,3.12,10.18,,,0.53,1.07,0.8,39.14,5.72,24.62
Australia,AUS,OC,2010,83232,3.78,,,,,,,0.87,0.92,43.07,5.67,24.19
Australia,AUS,OC,2011,84576,3.79,,3.32,10.19,,,0.54,0.68,0.76,44.32,5.6,23.28
Australia,AUS,OC,2012,85200,3.75,,3.31,10.22,,,0.56,0.75,0.79,50.5,5.5,22.74
Australia,AUS,OC,2013,86510,3.74,,3.37,11.12,0.89,66.44,0.56,0.83,0.83,53.66,13.84,22.53
Australia,AUS,OC,2014,89019,3.79,,3.45,11.28,0.89,69.71,0.57,0.84,0.87,56.06,14.65,23
Australia,AUS,OC,2015,90879,3.82,,3.51,11.39,0.88,68.32,0.58,0.85,0.9,59.54,14.49,22.97
Australia,AUS,OC,2016,92826,3.84,,3.58,11.57,0.88,68.14,0.59,0.87,0.92,63,14.3,23.23
Australia,AUS,OC,2017,,,,3.68,11.68,0.86,68.42,0.59,0.88,0.95,64.34,14.15,23.21
Australia,AUS,OC,2018,,,,3.75,11.92,0.85,67.34,0.6,0.88,1,67.29,14.09,23.74
Australia,AUS,OC,2019,,,,3.83,12.22,0.84,69.43,0.61,0.89,1.07,69.74,14.78,23.26
Australia,AUS,OC,2020,,,,3.9,12.26,0.8,,0.61,0.91,1.09,67.68,14.79,21.06
Australia,AUS,OC,2021,,,,,,,,,,,69.43,14.96,20.59
Austria,AUT,EU,1960,,,,1.59,,,,,,,,,
Austria,AUT,EU,1961,,,,1.58,,,,,,,,,
Austria,AUT,EU,1962,,,,1.57,,,,,,,,,
Austria,AUT,EU,1963,,,,1.56,,,,,,,,,
Austria,AUT,EU,1964,,,,1.56,,,,,,,,,
Austria,AUT,EU,1965,,,,1.56,,,,,,,,,
Austria,AUT,EU,1966,,,,1.57,,,,,,,,,
Austria,AUT,EU,1967,,,,1.58,,,,,,,,,
Austria,AUT,EU,1968,,,,1.6,,,,,,,,,
Austria,AUT,EU,1969,,,,1.63,,,,,,,,,
Austria,AUT,EU,1970,,,,1.67,,,,,,,,,
Austria,AUT,EU,1971,,,,1.7,,,,,,,,,
Austria,AUT,EU,1972,,,,1.71,,,,,,,,,
Austria,AUT,EU,1973,,,,1.76,,,,,,,,,
Austria,AUT,EU,1974,,,,1.81,,,,,,,,,
Austria,AUT,EU,1975,,,,1.87,,,,,,,,,
Austria,AUT,EU,1976,,,,1.95,,,,,,,,,
Austria,AUT,EU,1977,,,,2.01,,,,,,,,,
Austria,AUT,EU,1978,,,,2.07,,,,,,,,,
Austria,AUT,EU,1979,,,,2.14,,,,,,,,,
Austria,AUT,EU,1980,,,,2.21,,0.15,12.1,0.21,0.39,0.08,,,
Austria,AUT,EU,1981,,,,2.27,,0.14,11.6,,0.4,,,,
Austria,AUT,EU,1982,,,,2.33,,0.14,11.39,,0.41,,,,
Austria,AUT,EU,1983,,,,2.42,,0.14,11.72,,0.41,,,,
Austria,AUT,EU,1984,,,,2.5,,0.14,12.02,,0.43,,,,
Austria,AUT,EU,1985,75168,9.94,,2.57,3.41,0.14,12.11,0.28,0.41,0.13,,,
Austria,AUT,EU,1986,75032,9.91,,2.67,3.56,0.14,12.36,0.3,0.42,0.13,,,
Austria,AUT,EU,1987,74156,9.79,,2.7,3.69,0.15,12.88,0.32,0.43,0.14,,,
Austria,AUT,EU,1988,73214,9.65,,2.8,3.67,0.15,12.67,0.33,0.43,0.15,,,
Austria,AUT,EU,1989,72494,9.51,,2.9,3.82,0.14,12.38,0.35,0.44,0.15,,,
Austria,AUT,EU,1990,71324,9.29,,3.01,3.91,0.14,12.05,0.36,0.45,0.16,,,
Austria,AUT,EU,1991,70143,9.05,,3.09,4.02,0.15,12.19,0.37,0.46,0.17,,,
Austria,AUT,EU,1992,69268,8.83,,3.21,4.19,0.15,12.63,0.38,0.48,0.18,,,
Austria,AUT,EU,1993,68729,8.69,,3.3,4.43,0.17,13.75,0.4,0.49,0.2,,,
Austria,AUT,EU,1994,68218,8.6,,3.41,4.75,0.17,14.5,0.41,0.51,0.22,,,
Austria,AUT,EU,1995,67853,8.54,,3.51,4.95,0.18,16.25,0.43,0.51,0.23,,,
Austria,AUT,EU,1996,67173,8.44,,3.58,5.06,0.18,16.41,0.44,0.53,0.24,24.25,7.54,
Austria,AUT,EU,1997,66480,8.34,,3.66,5.19,0.19,17.82,0.45,0.54,0.25,25.23,8.53,
Austria,AUT,EU,1998,65410,8.2,,3.77,5.27,0.19,18.88,0.45,0.54,0.26,26.08,8.52,
Austria,AUT,EU,1999,64631,8.09,,3.77,5.42,0.19,19.88,0.46,0.56,0.27,26.02,11.01,
Austria,AUT,EU,2000,63674,7.95,0.71,3.85,5.55,0.19,19.45,0.46,0.57,0.27,26.09,10.98,
Austria,AUT,EU,2001,63114,7.85,0.73,3.96,5.58,0.2,20.93,0.48,0.57,0.28,26.61,11.69,
Austria,AUT,EU,2002,63092,7.81,0.75,4.03,5.68,0.2,21.05,0.49,0.58,0.28,27.1,13.36,
Austria,AUT,EU,2003,62806,7.73,0.75,4.11,5.68,0.21,21.72,0.5,0.6,0.29,27.21,13.54,
Austria,AUT,EU,2004,63206,7.73,0.78,4.2,5.93,0.2,21,0.5,0.61,0.31,29.25,15.91,
Austria,AUT,EU,2005,63248,7.69,0.8,4.32,5.99,0.21,21.81,0.51,0.62,0.32,29.66,16.16,
Austria,AUT,EU,2006,63354,7.66,0.82,4.45,6.14,0.21,22.29,0.54,0.63,0.33,29.87,16.81,
Austria,AUT,EU,2007,64307,7.75,0.82,4.54,6.21,0.22,23.41,0.54,0.63,0.33,30.02,17.72,
Austria,AUT,EU,2008,64018,7.69,0.85,4.6,6.36,0.22,23.38,0.55,0.64,0.34,29.68,18.03,
Austria,AUT,EU,2009,64069,7.68,0.86,4.69,6.47,0.22,24.31,0.55,0.65,0.35,29.36,18.46,
Austria,AUT,EU,2010,64008,7.65,0.87,4.8,6.53,0.23,24.22,0.56,0.67,0.36,29.89,18.65,
Austria,AUT,EU,2011,64417,7.68,0.88,4.84,6.62,0.23,24.9,0.57,0.68,0.38,29.55,18.71,
Austria,AUT,EU,2012,64691,7.67,0.89,4.9,6.65,0.23,25.02,0.57,0.69,0.4,29.77,19.1,
Austria,AUT,EU,2013,64825,7.64,0.9,4.99,6.69,0.24,26.07,0.57,0.7,0.4,29.6,19.22,22.29
Austria,AUT,EU,2014,64815,7.58,0.92,5.05,6.79,0.25,25.7,0.57,0.7,0.41,29.37,19.66,23.52
Austria,AUT,EU,2015,65138,7.54,0.92,5.09,6.8,0.25,25.35,0.57,0.71,0.42,28.93,20.71,23.37
Austria,AUT,EU,2016,64838,7.42,0.94,5.13,6.77,0.25,25.39,0.57,0.71,0.42,29.07,22.43,22.78
Austria,AUT,EU,2017,64805,7.37,0.95,5.18,6.85,0.26,25.89,0.57,0.71,0.44,28.64,22.96,21.82
Austria,AUT,EU,2018,64285,7.27,0.97,5.24,6.87,0.26,27.33,0.57,0.72,0.44,28.84,23.53,21.49
Austria,AUT,EU,2019,63838,7.19,1,5.32,10.37,0.28,28.85,0.58,0.73,1.46,28.72,25,21.73
Austria,AUT,EU,2020,62873,7.05,,5.35,10.48,0.28,29.89,0.58,0.73,1.59,28.49,25.35,21.64
Austria,AUT,EU,2021,,,,5.45,,0.29,,,,,,,
Belgium,BEL,EU,1960,,,,1.28,,,,,,,,,
Belgium,BEL,EU,1961,,,,1.35,,,,,,,,,
Belgium,BEL,EU,1962,,,,1.4,,,,,,,,,
Belgium,BEL,EU,1963,,,,1.42,,,,,,,,,
Belgium,BEL,EU,1964,,,,1.44,,,,,,,,,
Belgium,BEL,EU,1965,,,,1.46,,,,,,,,,
Belgium,BEL,EU,1966,,,,1.49,,,,,,,,,
Belgium,BEL,EU,1967,,,,1.52,,,,,,,,,
Belgium,BEL,EU,1968,,,,1.55,,,,,,,,,
Belgium,BEL,EU,1969,,,,1.55,,,,,,,,,
Belgium,BEL,EU,1971,,,,1.54,,,,,,,,,
Belgium,BEL,EU,1972,,,,1.64,,,,,,,,,
Belgium,BEL,EU,1973,,,,1.69,,,,,,,,,
Belgium,BEL,EU,1974,,,,1.77,,,,,,,,,
Belgium,BEL,EU,1975,,,,1.89,,,,,,,,,
Belgium,BEL,EU,1976,,,,1.91,,,,,,,,,
Belgium,BEL,EU,1977,,,,2,,,,,,,,,
Belgium,BEL,EU,1978,,,,2.15,,,,,,,,,
Belgium,BEL,EU,1979,,,,2.24,,,,,,,,,
Belgium,BEL,EU,1980,,,,2.31,,,,,0.74,1.04,,,
Belgium,BEL,EU,1981,,,,2.43,,,,,,,,,
Belgium,BEL,EU,1982,,,,2.52,,,,,,,,,
Belgium,BEL,EU,1983,,,,2.81,,,,,,,,,
Belgium,BEL,EU,1984,,,,2.75,,,,,,,,,
Belgium,BEL,EU,1985,,,,2.84,,,,0.64,0.76,1.42,,,
Belgium,BEL,EU,1986,,,,2.92,,,,0.68,0.78,1.56,,,
Belgium,BEL,EU,1987,,,,3.02,,,,0.7,0.78,1.66,,,
Belgium,BEL,EU,1988,75999,7.68,,3.1,,,,0.72,0.79,1.74,,,
Belgium,BEL,EU,1989,75894,7.64,,3.23,,,,0.72,0.8,1.78,,,
Belgium,BEL,EU,1990,75836,7.61,,3.27,,,,0.73,0.82,1.86,,,
Belgium,BEL,EU,1991,75054,7.5,,3.33,,,,0.74,0.84,1.95,,,
Belgium,BEL,EU,1992,74652,7.43,,3.39,,,,0.75,0.86,2.02,,,
Belgium,BEL,EU,1993,74241,7.36,,3.44,,,,0.75,0.88,2.09,,,
Belgium,BEL,EU,1994,72156,7.13,,3.51,,,,0.76,0.91,2.17,,,
Belgium,BEL,EU,1995,71509,7.05,,3.54,,,,0.77,0.94,2.3,,,
Belgium,BEL,EU,1996,70814,6.97,,3.61,,,,0.79,0.95,2.4,,,
Belgium,BEL,EU,1997,70419,6.92,,3.68,,,,0.8,0.97,2.39,,,
Belgium,BEL,EU,1998,69758,6.84,,3.74,,,,0.81,0.99,2.45,,,
Belgium,BEL,EU,1999,69471,6.79,,2.8,,,,0.81,1.02,2.55,,,
Belgium,BEL,EU,2000,68903,6.72,,2.83,,,,0.75,1.05,1.78,,,
Belgium,BEL,EU,2001,68104,6.62,,2.85,,,,0.75,1.06,1.78,,,
Belgium,BEL,EU,2002,67570,6.54,1.03,2.86,,,,0.74,1.08,1.7,,6.58,36.87
Belgium,BEL,EU,2003,67739,6.53,1.02,2.86,,,,0.74,1.1,1.67,10.5,6.84,38.26
Belgium,BEL,EU,2004,67566,6.48,1.06,2.87,8.79,0.44,39,0.74,1.11,1.66,11.23,7,39.06
Belgium,BEL,EU,2005,67430,6.44,1.08,2.87,9.01,0.46,40.03,0.73,1.13,1.65,12.79,6.97,38.46
Belgium,BEL,EU,2006,67009,6.35,1.12,2.89,9.12,0.47,40.78,0.73,1.15,1.65,12.51,7.11,37.64
Belgium,BEL,EU,2007,66588,6.27,1.12,2.91,9.24,0.48,41.36,0.72,1.16,1.65,13.08,7.53,38.59
Belgium,BEL,EU,2008,66925,6.25,1.15,2.92,9.32,0.5,42.01,0.72,1.18,1.72,13.91,10.36,39.31
Belgium,BEL,EU,2009,66422,6.15,1.18,2.92,9.42,0.52,43.81,0.71,1.15,1.72,14.26,10.65,39.36
Belgium,BEL,EU,2010,66645,6.12,1.22,2.92,9.59,0.54,45.29,0.7,1.16,1.73,13.95,10.65,39.19
Belgium,BEL,EU,2011,66785,6.05,1.22,2.92,9.81,0.56,48,0.7,1.16,1.66,13.77,10.69,37.87
Belgium,BEL,EU,2012,66477,5.99,1.26,2.93,10.02,0.58,50.46,0.71,1.17,1.69,15.04,10.62,37.99
Belgium,BEL,EU,2013,66148,5.93,1.27,2.96,10.3,0.6,53.43,0.71,1.19,1.72,22.94,10.84,36.92
Belgium,BEL,EU,2014,65590,5.85,1.31,2.98,10.58,0.62,55.78,0.72,1.21,1.86,21.77,11.78,36.76
Belgium,BEL,EU,2015,65753,5.83,1.32,3.02,10.83,,,0.74,1.21,1.91,23.59,11.71,36.01
Belgium,BEL,EU,2016,65314,5.76,1.33,3.07,10.96,,,0.75,1.22,1.89,23.92,11.65,36.8
Belgium,BEL,EU,2017,64423,5.66,1.34,3.08,11.22,0.69,65.35,0.75,1.24,2.02,23.82,11.6,36.57
Belgium,BEL,EU,2018,64248,5.62,1.31,3.13,11.07,0.72,69.76,0.75,1.25,1.98,23.89,11.64,36.05
Belgium,BEL,EU,2019,63962,5.57,,3.16,,0.73,71.51,0.76,1.27,2.04,24.11,11.49,34.38
Belgium,BEL,EU,2020,63847,5.53,,3.21,,,,0.77,1.29,2.09,24.01,11.44,36.4
Belgium,BEL,EU,2021,63634,5.51,,,,,,,,,24.58,11.42,
Brazil,BRA,SA,1990,,,,1.09,0.95,,,,,,,,
Brazil,BRA,SA,1991,,,,1.11,0.25,,,,,,,,
Brazil,BRA,SA,1992,,,,1.14,1.15,,,,,,,,
Brazil,BRA,SA,1993,506966,3.24,,1.17,1.27,,,,,,,,
Brazil,BRA,SA,1994,510248,3.21,,1.2,1.42,,,,,,,,
Brazil,BRA,SA,1995,512105,3.17,,1.23,1.58,,,,,,,,
Brazil,BRA,SA,1996,503063,3.07,,1.26,1.85,,,,,,,,
Brazil,BRA,SA,1997,502233,3.02,,1.3,2.07,,,,,,,,
Brazil,BRA,SA,1998,493532,2.93,,1.28,2.29,,,,,,,,
Brazil,BRA,SA,1999,494454,2.89,,1.38,2.56,,,,,,,,
Brazil,BRA,SA,2000,489290,2.82,,1.36,3.79,,,,,,,,
Brazil,BRA,SA,2001,490038,2.78,,1.4,3.01,,,,,,,,
Brazil,BRA,SA,2002,462446,2.59,,1.43,3.4,,,,,,,,
Brazil,BRA,SA,2003,437786,2.42,,1.48,3.68,,,,,,,,
Brazil,BRA,SA,2004,,,,1.6,3.75,,,,,,,,
Brazil,BRA,SA,2005,466142,2.52,,1.68,0.55,,,,,,,,
Brazil,BRA,SA,2006,463314,2.48,,1.71,0.55,,,,,,10.55,3.11,
Brazil,BRA,SA,2007,472011,2.5,,1.3,0.5,,,,,,11.68,3.55,
Brazil,BRA,SA,2008,494535,2.59,,1.41,0.56,,,,,,12.85,4.33,
Brazil,BRA,SA,2009,496062,2.57,,1.46,0.61,,,,,,14.47,5.16,
Brazil,BRA,SA,2010,500754,2.57,,1.52,0.67,,,,,,15.63,5.78,
Brazil,BRA,SA,2011,497581,2.53,,1.5,0.73,,,,,,15.32,6.51,
Brazil,BRA,SA,2012,494558,2.49,,1.55,0.8,,,,,,16.44,7.26,
Brazil,BRA,SA,2013,494219,2.47,,1.62,0.88,,,,,,17.62,8.23,
Brazil,BRA,SA,2014,496253,2.46,,1.71,0.97,,,,,,18.88,9.15,
Brazil,BRA,SA,2015,482949,2.37,,1.73,1.03,,,,,,19.64,9.9,
Brazil,BRA,SA,2016,479466,2.34,,1.79,1.08,,,,,,20.31,10.38,
Brazil,BRA,SA,2017,478990,2.32,,1.86,1.14,,,,,,21.76,11.55,
Brazil,BRA,SA,2018,475043,2.28,,1.9,1.21,,,,,,23.09,12.36,
Brazil,BRA,SA,2019,474131,2.26,,1.97,1.27,,,,,,24.58,13.21,
Brazil,BRA,SA,2020,518900,2.45,,2.05,1.42,,,,,,25.92,13.75,
Brazil,BRA,SA,2021,527671,2.47,,2.15,1.55,,,,,,27.99,14.52,
Canada,CAN,NA,1976,162234,6.92,,,,,,,,,,,
Canada,CAN,NA,1977,163131,6.88,,,,,,,,,,,
Canada,CAN,NA,1978,164619,6.87,,,,,,,,,,,
Canada,CAN,NA,1979,164362,6.79,,,,,,,,,,,
Canada,CAN,NA,1980,165588,6.75,0.77,,,,,,,,,,
Canada,CAN,NA,1981,170272,6.86,0.78,,,,,,,,,,
Canada,CAN,NA,1982,171473,6.83,0.78,,,,,,,,,0.04,
Canada,CAN,NA,1983,173520,6.84,0.84,,,,,,,,,0.12,
Canada,CAN,NA,1984,174565,6.82,0.88,,,,,,,,,0.16,
Canada,CAN,NA,1985,174463,6.75,0.93,,,,,,,,,0.19,
Canada,CAN,NA,1986,174978,6.7,0.97,,,,,,,,,0.31,
Canada,CAN,NA,1987,174710,6.61,1,,,,,,,,,0.38,
Canada,CAN,NA,1988,173838,6.49,1,,,,,,,,,0.45,
Canada,CAN,NA,1989,172811,6.34,1.04,,,,,,,,,0.48,
Canada,CAN,NA,1990,165741,5.99,0.83,,,,,,,,7.15,0.69,
Canada,CAN,NA,1991,161620,5.76,1.02,,,,,,,,7.13,0.78,
Canada,CAN,NA,1992,156466,5.51,0.99,,,,,,,,7.33,0.99,
Canada,CAN,NA,1993,155266,5.41,1.02,,,,,,,,7.53,1.05,
Canada,CAN,NA,1994,,,,,,,,,,,7.69,1.21,
Canada,CAN,NA,1995,137732,4.7,1.05,,,,,,,,7.99,1.37,
Canada,CAN,NA,1996,135385,4.57,1.03,,,,,,,,,,
Canada,CAN,NA,1997,136178,4.55,1.06,,,,,,,,8.19,1.84,22.1
Canada,CAN,NA,1998,132164,4.38,1.07,,,,,,,,,,
Canada,CAN,NA,1999,119101,3.92,1.19,,,,,,,,,,21.25
Canada,CAN,NA,2000,115829,3.77,1.27,2.01,,,,,,,,2.48,
Canada,CAN,NA,2001,114376,3.69,1.28,2.01,,,,,,,9.77,4.19,
Canada,CAN,NA,2002,114174,3.64,1.26,2.02,,,,,,,,,19.13
Canada,CAN,NA,2003,110637,3.5,1.65,2.02,8.51,,,,,,10.27,4.71,
Canada,CAN,NA,2004,109868,3.44,1.68,2.04,8.51,,,,,,10.68,4.92,
Canada,CAN,NA,2005,99957,3.1,1.9,2.07,8.73,,,0.56,,,11.57,5.74,21.34
Canada,CAN,NA,2006,98289,3.02,1.94,2.08,8.84,,,0.57,,,12.04,6.17,
Canada,CAN,NA,2007,97460,2.96,1.99,2.12,9.04,,,0.57,,0.48,12.74,6.75,
Canada,CAN,NA,2008,94801,2.85,2.09,2.17,9.16,,,0.57,,0.49,,,
Canada,CAN,NA,2009,94297,2.8,2.08,2.24,9.32,,,0.57,,0.5,13.8,7.91,
Canada,CAN,NA,2010,94702,2.78,2.12,2.28,9.37,,,0.58,,0.52,14.23,8.26,16.23
Canada,CAN,NA,2011,96040,2.8,2,2.35,9.29,,,0.6,,0.53,14.62,8.53,16.02
Canada,CAN,NA,2012,96710,2.79,2.12,2.41,9.4,,,0.61,0.91,0.54,14.69,8.87,15.99
Canada,CAN,NA,2013,95409,2.72,2.26,2.46,9.54,,,0.61,0.93,0.55,14.77,8.89,16.42
Canada,CAN,NA,2014,94779,2.67,2.36,2.51,9.81,,,0.62,0.94,0.57,,,17.55
Canada,CAN,NA,2015,93595,2.62,2.44,2.56,9.91,,,0.63,0.99,0.59,15.07,9.52,17.9
Canada,CAN,NA,2016,93715,2.6,2.46,2.62,9.96,,,0.64,1.01,0.6,,,18.42
Canada,CAN,NA,2017,92462,2.53,2.52,2.66,10,,,0.64,1.03,0.62,15.38,9.96,17.84
Canada,CAN,NA,2018,94673,2.55,2.48,2.72,9.95,,,0.66,1.03,0.63,,,18.05
Canada,CAN,NA,2019,94748,2.52,2.52,2.74,9.98,,,0.65,1.04,0.65,14.6,10.05,17.92
Canada,CAN,NA,2020,96849,2.55,,2.73,10.06,,,0.65,1.04,0.67,,,17.64
Canada,CAN,NA,2021,,,,2.77,,,,,,,,,17.47
Chile,CHL,SA,1999,42163,2.78,,,,,,,,,,,
Chile,CHL,SA,2000,41786,2.72,,,,,,,,,,,
Chile,CHL,SA,2001,40685,2.62,,,,,,,,,,,
Chile,CHL,SA,2002,39902,2.54,,,,,,,,,,,
Chile,CHL,SA,2003,39782,2.51,,,,,,,,,,,
Chile,CHL,SA,2004,38574,2.41,,,,,,,,,,,
Chile,CHL,SA,2005,37374,2.31,,,,,,,,,,,
Chile,CHL,SA,2006,38072,2.33,,,,,,,,,,,
Chile,CHL,SA,2007,37797,2.29,,,,,,,,,,,
Chile,CHL,SA,2008,38011,2.28,,,,,,,,,,,
Chile,CHL,SA,2009,38314,2.27,,,,,,,,,,,
Chile,CHL,SA,2010,34829,2.04,0.29,,,,,,,0.34,,,
Chile,CHL,SA,2011,38292,2.22,0.28,,,,,,,0.39,10.2,4.11,13.68
Chile,CHL,SA,2012,37854,2.17,0.3,,,,,,,0.56,11.18,4.41,14.05
Chile,CHL,SA,2013,38171,2.17,0.35,,,,,,,0.73,12.26,6.59,14.42
Chile,CHL,SA,2014,37681,2.12,0.39,,,,,,,0.9,14.79,9.44,14.79
Chile,CHL,SA,2015,38496,2.14,0.36,,,,,,,1.07,,,
Chile,CHL,SA,2016,38571,2.12,0.4,,,,,,,1.22,,,
Chile,CHL,SA,2017,38853,2.11,0.42,,,,,,,1.38,24.21,12.27,
Chile,CHL,SA,2018,38671,2.06,0.46,,,,,,,1.52,,,
Chile,CHL,SA,2019,38788,2.03,0.49,,,,,,,1.6,,,
Chile,CHL,SA,2020,39119,2.01,0.51,,,,,,,1.73,,,
Chile,CHL,SA,2021,38435,1.95,,,,,,,,1.83,,,
China,CHN,AS,1978,1100000,1.13,,0.63,0.42,,,,,,,,
China,CHN,AS,1980,1195800,1.2,,0.71,0.47,,,,,,,,
China,CHN,AS,1985,1508600,1.4,,0.67,0.59,,,,,,,,
China,CHN,AS,1990,1868900,1.59,,1.11,0.83,,,,,,,,
China,CHN,AS,1991,1926100,1.61,,,,,,,,,,,
China,CHN,AS,1992,1976600,1.64,,,,,,,,,,,
China,CHN,AS,1993,2036400,1.67,,,,,,,,,,,
China,CHN,AS,1994,2070400,1.68,,,,,,,,,,,
China,CHN,AS,1995,2063300,1.66,,1.17,0.91,,,,,,,,
China,CHN,AS,1996,2096500,1.68,,1.18,0.93,,,,,,,,
China,CHN,AS,1997,2119200,1.68,,1.19,0.95,,,,,,,,
China,CHN,AS,1998,2134100,1.68,,1.19,0.96,,,,,,,,
China,CHN,AS,1999,2150700,1.68,,1.22,0.97,,,,,,,,
China,CHN,AS,2000,2166700,1.68,,1.24,0.98,,,,,,,,
China,CHN,AS,2001,2155600,1.66,,1.26,0.99,,,,,,,,
China,CHN,AS,2002,2221800,1.7,,1.12,0.95,,,,,,,,
China,CHN,AS,2003,2269500,1.73,,1.17,0.96,,,,,,,,
China,CHN,AS,2004,2363500,1.79,,1.2,0.99,,,,,,,,
China,CHN,AS,2005,2445000,1.84,,1.22,1.01,,,,,,,,
China,CHN,AS,2006,2560400,1.91,,1.25,1.07,,,,,,,,
China,CHN,AS,2007,2675100,1.99,,1.27,1.16,,,,,,,,
China,CHN,AS,2008,2882900,2.13,,1.32,1.24,,,,,,,,
China,CHN,AS,2009,3120800,2.29,,1.4,1.36,,,,,,,,
China,CHN,AS,2010,3387400,2.47,,1.44,1.5,,,,,,,,
China,CHN,AS,2011,3705100,2.69,,1.47,1.63,,,,,,,,
China,CHN,AS,2012,4161500,3.01,,1.55,1.8,,,,,,,,
China,CHN,AS,2013,4578600,3.29,,1.64,2,,,,,,,,
China,CHN,AS,2014,4961200,3.55,,1.7,2.15,,,,,,,,
China,CHN,AS,2015,5330600,3.79,,1.78,2.3,,,,,,,,
China,CHN,AS,2016,5688900,4.02,,1.88,2.48,,,,,,,,
China,CHN,AS,2017,6120500,4.31,,1.99,2.68,,,,,,,,
China,CHN,AS,2018,6519700,4.57,,2.11,2.87,,,,,,,,
China,CHN,AS,2019,6866500,4.79,,2.24,3.1,,,,,,,,
